,Unnamed: 0,User_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Sum_purchase,GenderInt,AgeInt,Count_purchase
1622,1622,1001668,M,36-45,2,2,2,1,209109,0,3,18.0
1623,1623,1001669,F,26-35,17,1,1,1,115145,1,2,17.0
1624,1624,1001670,F,55+,13,2,1,1,277011,1,6,28.0
1625,1625,1001671,M,36-45,0,1,2,0,3173859,0,3,361.0
1626,1626,1001672,M,26-35,17,2,1,0,308326,0,2,26.0
1627,1627,1001673,M,0-17,10,2,1,0,556348,0,0,43.0
1628,1628,1001674,M,36-45,2,2,3,0,94698,0,3,15.0
1629,1629,1001675,F,26-35,6,1,1,1,3135460,1,2,318.0
1630,1630,1001676,M,18-25,4,1,4,0,4171901,0,1,470.0
1631,1631,1001677,M,18-25,14,2,2,0,168648,0,1,20.0
1632,1632,1001678,F,18-25,17,2,1,0,692776,1,1,71.0
1633,1633,1001679,M,26-35,12,1,4,1,518324,0,2,48.0
1634,1634,1001680,M,26-35,20,0,3,1,8699232,0,2,1025.0
1635,1635,1001681,M,18-25,4,0,1,0,745865,0,1,70.0
1636,1636,1001682,M,26-35,2,0,3,1,187921,0,2,15.0
1637,1637,1001683,F,26-35,7,2,3,0,771416,1,2,97.0
1638,1638,1001684,M,18-25,3,1,2,0,380472,0,1,39.0
1639,1639,1001685,M,36-45,12,1,1,0,1912669,0,3,235.0
1640,1640,1001686,M,36-45,12,1,1,0,166121,0,3,19.0
1641,1641,1001687,M,26-35,3,0,1,0,1590527,0,2,218.0
1642,1642,1001688,F,18-25,4,2,4,0,788563,1,1,81.0
1643,1643,1001691,F,26-35,17,2,2,1,338675,1,2,32.0
1644,1644,1001692,M,36-45,20,0,4,1,1304215,0,3,117.0
1645,1645,1001693,M,26-35,12,2,1,1,1639991,0,2,173.0
1646,1646,1001694,M,26-35,12,1,3,1,2244988,0,2,220.0
1647,1647,1001695,M,26-35,1,2,1,1,1197602,0,2,102.0
1648,1648,1001696,M,36-45,7,2,1,0,1995241,0,3,179.0
1649,1649,1001697,F,18-25,4,1,3,0,1958305,1,1,203.0
1650,1650,1001699,F,26-35,19,0,0,0,1900706,1,2,193.0
1651,1651,1001700,M,26-35,20,1,4,0,221437,0,2,26.0
1652,1652,1001701,F,26-35,4,1,1,0,2669949,1,2,319.0
1653,1653,1001702,M,18-25,10,2,2,0,482889,0,1,43.0
1654,1654,1001703,M,18-25,15,2,2,0,206152,0,1,16.0
1655,1655,1001704,M,26-35,4,2,4,0,206848,0,2,18.0
1656,1656,1001705,F,18-25,4,2,2,0,295435,1,1,39.0
1657,1657,1001706,M,26-35,20,1,1,1,1089371,0,2,124.0
1658,1658,1001707,M,51-55,1,2,0,1,504237,0,5,48.0
1659,1659,1001708,M,26-35,0,2,4,0,165416,0,2,14.0
1660,1660,1001709,M,26-35,0,2,1,1,840650,0,2,119.0
1661,1661,1001710,M,18-25,0,0,3,0,422777,0,1,45.0
1662,1662,1001711,F,18-25,4,2,3,0,96140,1,1,13.0
1663,1663,1001712,M,26-35,0,1,4,0,2605944,0,2,274.0
1664,1664,1001713,M,26-35,0,2,3,0,128697,0,2,15.0
1665,1665,1001714,M,26-35,17,2,0,1,1392498,0,2,151.0
1666,1666,1001715,M,26-35,16,2,2,1,250394,0,2,24.0
1667,1667,1001716,M,26-35,0,1,0,0,876400,0,2,109.0
1668,1668,1001717,F,51-55,6,1,1,0,2327622,1,5,236.0
1669,1669,1001718,M,18-25,4,2,2,1,269859,0,1,21.0
1670,1670,1001719,M,18-25,16,2,2,1,127183,0,1,19.0
1671,1671,1001720,M,18-25,4,2,1,1,361260,0,1,33.0
1672,1672,1001721,M,18-25,19,2,3,0,262249,0,1,61.0
1673,1673,1001722,M,36-45,0,2,4,0,1108844,0,3,114.0
1674,1674,1001723,M,36-45,17,2,0,1,1039891,0,3,83.0
1675,1675,1001724,M,18-25,4,2,3,0,1096395,0,1,105.0
1676,1676,1001725,M,18-25,19,2,4,1,206317,0,1,19.0
1677,1677,1001726,M,26-35,2,1,1,1,1903865,0,2,218.0
1678,1678,1001727,M,36-45,16,1,2,1,3291804,0,3,288.0
1679,1679,1001728,M,18-25,4,2,2,0,248935,0,1,21.0
1680,1680,1001729,M,26-35,7,1,0,1,194559,0,2,27.0
1681,1681,1001730,F,18-25,4,2,1,0,66889,1,1,9.0
1682,1682,1001731,F,18-25,0,2,2,0,268127,1,1,36.0
1683,1683,1001732,M,18-25,4,2,1,1,266573,0,1,21.0
1684,1684,1001733,M,18-25,14,1,0,1,4110004,0,1,457.0
1685,1685,1001734,M,46-50,17,1,2,1,431648,0,4,42.0
1686,1686,1001735,M,18-25,20,1,1,1,334969,0,1,50.0
1687,1687,1001736,M,55+,8,2,2,1,877140,0,6,109.0
1688,1688,1001737,M,36-45,20,1,3,0,3995259,0,3,446.0
1689,1689,1001738,M,36-45,16,2,0,0,311350,0,3,35.0
1690,1690,1001739,M,55+,16,2,1,1,425177,0,6,45.0
1691,1691,1001740,M,55+,1,2,2,0,340879,0,6,36.0
1692,1692,1001741,M,36-45,7,0,4,1,4358776,0,3,389.0
1693,1693,1001742,M,26-35,15,2,4,1,243535,0,2,24.0
1694,1694,1001743,M,36-45,17,2,0,0,430669,0,3,42.0
1695,1695,1001744,M,36-45,12,2,2,0,717020,0,3,79.0
1696,1696,1001745,M,46-50,0,0,4,1,456687,0,4,43.0
1697,1697,1001746,M,26-35,4,2,1,1,2445529,0,2,186.0
1698,1698,1001747,M,26-35,0,2,2,1,367624,0,2,62.0
1699,1699,1001748,M,51-55,1,0,1,1,3211832,0,5,337.0
1700,1700,1001749,M,26-35,2,1,1,1,2219131,0,2,316.0
1701,1701,1001750,M,51-55,5,1,0,0,323257,0,5,41.0
1702,1702,1001751,M,36-45,20,2,0,0,167737,0,3,15.0
1703,1703,1001752,M,26-35,3,1,1,0,2608601,0,2,237.0
1704,1704,1001753,M,36-45,6,1,3,0,2087488,0,3,163.0
1705,1705,1001754,M,18-25,19,2,3,0,152183,0,1,22.0
1706,1706,1001755,F,18-25,4,1,4,0,1766425,1,1,227.0
1707,1707,1001756,F,26-35,1,1,2,1,271059,1,2,33.0
1708,1708,1001757,M,26-35,4,1,4,0,2578265,0,2,230.0
1709,1709,1001758,F,26-35,0,1,1,0,2119678,1,2,236.0
1710,1710,1001759,M,26-35,16,2,0,1,1310749,0,2,143.0
1711,1711,1001760,F,26-35,3,2,1,1,286287,1,2,40.0
1712,1712,1001761,M,36-45,0,2,2,0,386395,0,3,61.0
1713,1713,1001762,M,26-35,14,1,2,1,520031,0,2,38.0
1714,1714,1001763,M,36-45,7,2,2,0,180104,0,3,19.0
1715,1715,1001764,M,18-25,0,1,1,0,4073303,0,1,356.0
1716,1716,1001765,M,18-25,4,2,1,0,614359,0,1,58.0
1717,1717,1001766,F,46-50,0,2,0,1,108961,1,4,13.0
1718,1718,1001767,M,26-35,20,2,1,0,1605109,0,2,170.0
1719,1719,1001768,M,46-50,16,2,1,1,575182,0,4,73.0
1720,1720,1001769,M,26-35,17,2,0,1,297718,0,2,44.0
1721,1721,1001770,M,36-45,16,2,1,0,427799,0,3,57.0
1722,1722,1001771,M,26-35,17,2,2,1,295885,0,2,20.0
1723,1723,1001772,M,55+,2,2,1,0,159716,0,6,18.0
1724,1724,1001773,M,18-25,4,1,1,0,288485,0,1,33.0
1725,1725,1001774,M,26-35,17,2,4,0,219825,0,2,24.0
1726,1726,1001775,M,26-35,4,2,3,1,913795,0,2,82.0
1727,1727,1001776,M,26-35,0,1,4,1,1902709,0,2,227.0
1728,1728,1001777,M,26-35,20,2,0,0,341030,0,2,31.0
1729,1729,1001778,M,18-25,4,1,1,0,2820361,0,1,312.0
1730,1730,1001779,M,18-25,1,2,4,0,816058,0,1,91.0
1731,1731,1001780,M,36-45,1,1,0,0,2562382,0,3,341.0
1732,1732,1001781,F,36-45,0,2,2,0,474147,1,3,58.0
1733,1733,1001782,M,46-50,0,2,1,1,161964,0,4,19.0
1734,1734,1001784,M,18-25,20,1,1,0,223728,0,1,25.0
1735,1735,1001785,M,18-25,4,1,2,0,263792,0,1,27.0
1736,1736,1001786,M,46-50,1,2,4,1,287481,0,4,31.0
1737,1737,1001787,M,18-25,8,0,4,0,108323,0,1,14.0
1738,1738,1001788,M,46-50,2,0,3,1,186610,0,4,23.0
1739,1739,1001789,M,0-17,10,2,2,0,371679,0,0,31.0
1740,1740,1001790,M,26-35,0,2,1,0,2094597,0,2,196.0
1741,1741,1001791,M,18-25,4,2,1,1,801440,0,1,83.0
1742,1742,1001792,F,26-35,2,2,3,0,161770,1,2,19.0
1743,1743,1001793,M,26-35,4,1,1,0,1526212,0,2,159.0
1744,1744,1001794,M,26-35,11,1,1,0,1646212,0,2,239.0
1745,1745,1001795,M,18-25,17,2,1,0,195747,0,1,17.0
1746,1746,1001796,M,51-55,11,2,2,1,782257,0,5,91.0
1747,1747,1001797,M,36-45,7,2,2,0,1001295,0,3,96.0
1748,1748,1001798,M,46-50,11,2,2,1,305116,0,4,33.0
1749,1749,1001799,M,36-45,11,1,4,1,421226,0,3,53.0
1750,1750,1001801,F,26-35,6,2,0,0,134631,1,2,13.0
1751,1751,1001802,M,18-25,4,0,3,0,1174673,0,1,119.0
1752,1752,1001803,M,26-35,2,1,1,0,1548127,0,2,148.0
1753,1753,1001804,M,26-35,7,2,4,1,657323,0,2,63.0
1754,1754,1001805,M,18-25,4,2,0,0,1029810,0,1,93.0
1755,1755,1001806,M,18-25,4,1,1,0,1296315,0,1,117.0
1756,1756,1001807,M,18-25,17,2,3,0,1151822,0,1,107.0
1757,1757,1001808,F,18-25,4,2,4,1,168316,1,1,18.0
1758,1758,1001809,F,26-35,14,2,0,1,188209,1,2,24.0
1759,1759,1001810,M,51-55,13,0,1,1,196212,0,5,26.0
1760,1760,1001812,F,26-35,12,0,4,1,3669801,1,2,381.0
1761,1761,1001813,F,36-45,6,2,3,0,69563,1,3,9.0
1762,1762,1001815,M,0-17,1,2,1,0,174572,0,0,20.0
1763,1763,1001816,F,36-45,9,2,4,0,350552,1,3,31.0
1764,1764,1001817,M,36-45,1,0,3,0,684970,0,3,73.0
1765,1765,1001818,M,0-17,8,2,4,0,304090,0,0,29.0
1766,1766,1001819,F,36-45,12,2,1,1,647531,1,3,55.0
1767,1767,1001820,M,26-35,20,1,1,1,1761623,0,2,181.0
1768,1768,1001821,M,26-35,20,2,2,0,164727,0,2,14.0
1769,1769,1001822,F,26-35,0,2,1,1,413549,1,2,42.0
1770,1770,1001823,F,36-45,1,2,1,0,85163,1,3,12.0
1771,1771,1001824,F,18-25,4,2,2,0,831924,1,1,97.0
1772,1772,1001825,M,26-35,7,2,4,1,655770,0,2,83.0
1773,1773,1001826,M,46-50,11,2,1,1,279874,0,4,30.0
1774,1774,1001827,F,26-35,1,2,3,0,241377,1,2,23.0
1775,1775,1001828,M,18-25,4,1,1,0,612154,0,1,75.0
1776,1776,1001829,M,26-35,16,2,2,1,166656,0,2,19.0
1777,1777,1001830,M,18-25,4,2,2,0,263408,0,1,17.0
1778,1778,1001831,M,18-25,4,1,4,0,516147,0,1,54.0
1779,1779,1001832,F,18-25,4,2,3,0,197631,1,1,24.0
1780,1780,1001833,M,18-25,17,1,2,0,443627,0,1,49.0
1781,1781,1001834,M,36-45,5,2,4,0,342195,0,3,34.0
1782,1782,1001835,M,26-35,19,1,3,0,4420772,0,2,435.0
1783,1783,1001836,M,26-35,0,0,4,0,2143427,0,2,226.0
1784,1784,1001837,M,26-35,2,1,1,0,3941757,0,2,433.0
1785,1785,1001838,M,36-45,7,0,3,0,145353,0,3,14.0
1786,1786,1001839,M,18-25,4,2,1,0,611999,0,1,47.0
1787,1787,1001840,M,26-35,12,1,1,0,237334,0,2,15.0
1788,1788,1001841,M,18-25,0,2,2,0,805809,0,1,123.0
1789,1789,1001842,M,18-25,4,1,1,0,2782800,0,1,266.0
1790,1790,1001843,M,26-35,12,0,2,0,672779,0,2,70.0
1791,1791,1001844,F,18-25,4,0,4,1,99776,1,1,13.0
1792,1792,1001845,M,26-35,2,1,3,1,802110,0,2,114.0
1793,1793,1001846,M,46-50,12,1,2,0,343187,0,4,29.0
1794,1794,1001847,M,18-25,4,2,2,0,216425,0,1,19.0
1795,1795,1001848,M,36-45,5,0,4,1,109256,0,3,15.0
1796,1796,1001849,M,36-45,7,2,1,1,201910,0,3,14.0
1797,1797,1001850,M,18-25,5,2,0,1,511154,0,1,44.0
1798,1798,1001851,M,26-35,19,1,4,1,2179541,0,2,289.0
1799,1799,1001852,M,26-35,12,1,1,0,288719,0,2,26.0
1800,1800,1001853,M,51-55,0,1,1,1,622988,0,5,78.0
1801,1801,1001854,M,26-35,0,2,2,0,1007398,0,2,132.0
1802,1802,1001855,M,18-25,4,2,4,0,536567,0,1,47.0
1803,1803,1001856,M,55+,7,2,3,1,1057525,0,6,70.0
1804,1804,1001857,M,0-17,10,2,3,0,243355,0,0,19.0
1805,1805,1001858,F,18-25,4,1,0,0,685990,1,1,61.0
1806,1806,1001859,F,26-35,4,2,1,1,233221,1,2,24.0
1807,1807,1001860,M,55+,16,2,1,0,1681036,0,6,170.0
1808,1808,1001861,M,51-55,16,0,1,1,2246459,0,5,254.0
1809,1809,1001862,M,51-55,14,2,1,1,207131,0,5,20.0
1810,1810,1001863,M,18-25,4,1,4,0,620513,0,1,55.0
1811,1811,1001864,M,36-45,7,1,2,0,112373,0,3,14.0
1812,1812,1001865,F,18-25,1,1,2,0,1430464,1,1,190.0
1813,1813,1001866,M,26-35,7,0,4,1,860896,0,2,90.0
1814,1814,1001867,M,51-55,7,0,2,0,258715,0,5,33.0
1815,1815,1001868,M,51-55,11,2,0,1,280649,0,5,35.0
1816,1816,1001869,M,46-50,14,2,4,1,236748,0,4,28.0
1817,1817,1001870,M,55+,13,2,1,0,979324,0,6,84.0
1818,1818,1001871,F,46-50,1,2,1,1,815400,1,4,77.0
1819,1819,1001872,M,51-55,20,2,2,0,180078,0,5,18.0
1820,1820,1001873,M,36-45,7,1,2,0,948404,0,3,95.0
1821,1821,1001874,M,46-50,7,1,3,1,444101,0,4,40.0
1822,1822,1001875,M,36-45,12,0,2,0,1594184,0,3,178.0
1823,1823,1001876,M,26-35,12,2,1,0,134519,0,2,16.0
1824,1824,1001877,F,46-50,20,1,2,1,657016,1,4,79.0
1825,1825,1001878,M,0-17,10,2,2,0,556843,0,0,51.0
1826,1826,1001879,M,26-35,4,2,1,1,1701040,0,2,148.0
1827,1827,1001880,M,36-45,0,1,3,1,4697136,0,3,529.0
1828,1828,1001881,M,36-45,2,0,4,1,244981,0,3,27.0
1829,1829,1001882,M,36-45,16,2,4,0,1332548,0,3,130.0
1830,1830,1001883,F,51-55,0,1,1,1,1745369,1,5,236.0
1831,1831,1001884,M,46-50,20,1,1,1,3944076,0,4,409.0
1832,1832,1001885,M,51-55,17,1,2,1,405027,0,5,39.0
1833,1833,1001886,M,26-35,12,2,3,0,104923,0,2,10.0
1834,1834,1001887,M,55+,15,2,3,1,564041,0,6,63.0
1835,1835,1001888,M,36-45,12,2,1,1,172563,0,3,16.0
1836,1836,1001889,M,18-25,14,1,2,0,2954684,0,1,355.0
1837,1837,1001891,M,46-50,1,2,3,1,1647667,0,4,154.0
1838,1838,1001892,M,26-35,20,2,2,0,116394,0,2,10.0
1839,1839,1001893,F,36-45,0,1,3,0,207782,1,3,25.0
1840,1840,1001894,F,36-45,7,1,0,1,898108,1,3,96.0
1841,1841,1001895,M,36-45,14,2,2,0,597657,0,3,47.0
1842,1842,1001896,M,55+,13,2,4,1,1219262,0,6,118.0
1843,1843,1001897,F,51-55,2,0,1,1,3003096,1,5,361.0
1844,1844,1001898,M,26-35,12,2,1,0,134219,0,2,15.0
1845,1845,1001899,F,46-50,6,0,1,1,3797112,1,4,417.0
1846,1846,1001900,M,55+,12,0,3,1,197287,0,6,24.0
1847,1847,1001901,M,51-55,7,2,3,1,1120140,0,5,97.0
1848,1848,1001902,M,26-35,19,2,1,0,1681653,0,2,144.0
1849,1849,1001903,M,36-45,0,1,1,0,1324994,0,3,119.0
1850,1850,1001904,M,18-25,1,1,4,0,1791890,0,1,196.0
1851,1851,1001905,F,36-45,20,0,1,0,310196,1,3,33.0
1852,1852,1001906,F,26-35,5,2,1,1,107607,1,2,11.0
1853,1853,1001907,M,36-45,17,2,1,0,92888,0,3,9.0
1854,1854,1001908,M,55+,13,2,3,1,800846,0,6,101.0
1855,1855,1001909,M,18-25,4,2,2,1,289754,0,1,33.0
1856,1856,1001910,M,0-17,10,2,0,0,239879,0,0,28.0
1857,1857,1001911,F,18-25,4,2,0,0,144642,1,1,16.0
1858,1858,1001912,M,26-35,4,0,1,1,3319877,0,2,549.0
1859,1859,1001914,F,36-45,14,1,2,0,101069,1,3,13.0
1860,1860,1001915,M,51-55,13,2,1,0,131188,0,5,16.0
1861,1861,1001916,M,46-50,7,1,0,0,2090542,0,4,220.0
1862,1862,1001917,M,18-25,10,1,1,0,842700,0,1,65.0
1863,1863,1001918,F,46-50,6,2,2,1,68917,1,4,9.0
1864,1864,1001919,M,0-17,0,2,1,0,175833,0,0,25.0
1865,1865,1001920,F,36-45,7,1,1,0,2950323,1,3,339.0
1866,1866,1001921,M,55+,12,2,2,0,509886,0,6,44.0
1867,1867,1001922,F,26-35,7,1,4,0,2248010,1,2,244.0
1868,1868,1001923,M,36-45,7,2,2,0,289979,0,3,35.0
1869,1869,1001925,M,51-55,7,1,1,0,1633724,0,5,159.0
1870,1870,1001926,F,0-17,0,1,1,0,3653257,1,0,370.0
1871,1871,1001927,M,36-45,7,2,1,1,76523,0,3,9.0
1872,1872,1001928,M,0-17,10,1,1,0,1324537,0,0,118.0
1873,1873,1001929,F,0-17,10,0,0,0,112864,1,0,15.0
1874,1874,1001930,M,26-35,15,0,4,0,1237432,0,2,171.0
1875,1875,1001931,M,26-35,2,0,1,1,431510,0,2,58.0
1876,1876,1001932,M,26-35,7,0,4,0,480416,0,2,48.0
1877,1877,1001933,M,18-25,19,1,0,0,173571,0,1,20.0
1878,1878,1001934,M,26-35,17,1,4,0,235424,0,2,30.0
1879,1879,1001935,M,0-17,10,1,1,0,266943,0,0,34.0
1880,1880,1001936,M,36-45,0,2,1,0,157986,0,3,19.0
1881,1881,1001937,M,26-35,11,2,4,0,1252838,0,2,163.0
1882,1882,1001938,F,26-35,2,2,1,1,1012488,1,2,94.0
1883,1883,1001939,F,36-45,2,2,3,0,1309814,1,3,125.0
1884,1884,1001940,M,26-35,12,2,2,0,396358,0,2,34.0
1885,1885,1001941,M,36-45,17,0,1,0,6817493,0,3,898.0
1886,1886,1001942,M,36-45,5,1,1,1,200391,0,3,31.0
1887,1887,1001943,M,18-25,4,1,0,0,3384070,0,1,370.0
1888,1888,1001944,F,18-25,4,2,1,0,406713,1,1,40.0
1889,1889,1001945,M,26-35,20,2,3,1,347432,0,2,39.0
1890,1890,1001946,M,26-35,14,0,1,1,484294,0,2,48.0
1891,1891,1001947,M,26-35,7,1,4,1,761952,0,2,69.0
1892,1892,1001948,M,0-17,10,1,3,0,1115459,0,0,104.0
1893,1893,1001949,M,18-25,17,2,0,0,692918,0,1,58.0
1894,1894,1001950,M,26-35,12,2,1,0,830242,0,2,77.0
1895,1895,1001951,F,18-25,4,2,1,0,450215,1,1,73.0
1896,1896,1001952,M,36-45,1,1,1,1,932469,0,3,130.0
1897,1897,1001953,F,26-35,2,2,2,0,163931,1,2,20.0
1898,1898,1001954,M,26-35,16,2,1,0,835910,0,2,85.0
1899,1899,1001955,M,0-17,19,2,4,0,168176,0,0,23.0
1900,1900,1001956,M,36-45,0,2,1,1,400970,0,3,43.0
1901,1901,1001957,F,18-25,4,2,0,0,248363,1,1,27.0
1902,1902,1001958,F,26-35,1,1,3,0,3936636,1,2,476.0
1903,1903,1001959,F,51-55,13,2,1,0,360680,1,5,33.0
1904,1904,1001960,M,46-50,7,1,3,1,1089927,0,4,118.0
1905,1905,1001961,F,51-55,3,2,2,1,632359,1,5,54.0
1906,1906,1001962,F,18-25,1,1,0,1,1757095,1,1,287.0
1907,1907,1001963,F,51-55,9,2,4,1,404355,1,5,43.0
1908,1908,1001964,F,26-35,6,2,1,0,151384,1,2,15.0
1909,1909,1001965,M,55+,17,2,1,0,275382,0,6,35.0
1910,1910,1001966,M,26-35,20,2,2,0,373622,0,2,29.0
1911,1911,1001967,M,51-55,7,1,4,1,110140,0,5,16.0
1912,1912,1001968,M,26-35,11,1,2,0,2096990,0,2,266.0
1913,1913,1001969,F,26-35,3,1,4,0,2875718,1,2,302.0
1914,1914,1001970,M,51-55,13,2,1,0,322470,0,5,34.0
1915,1915,1001971,F,26-35,14,2,3,0,157649,1,2,16.0
1916,1916,1001972,M,46-50,17,2,0,1,531144,0,4,45.0
1917,1917,1001973,M,26-35,1,0,0,0,201529,0,2,21.0
1918,1918,1001974,M,36-45,17,1,1,0,2651878,0,3,286.0
1919,1919,1001976,M,36-45,5,2,0,1,673695,0,3,71.0
1920,1920,1001977,M,55+,6,2,2,1,364015,0,6,39.0
1921,1921,1001978,M,0-17,10,2,4,0,878647,0,0,94.0
1922,1922,1001979,M,55+,17,1,4,0,195395,0,6,22.0
1923,1923,1001980,M,36-45,7,0,1,0,5549841,0,3,684.0
1924,1924,1001981,M,55+,1,2,2,1,364093,0,6,45.0
1925,1925,1001982,M,0-17,10,2,4,0,876068,0,0,94.0
1926,1926,1001983,M,26-35,14,0,3,0,3665930,0,2,305.0
1927,1927,1001984,M,18-25,10,1,2,1,1709835,0,1,159.0
1928,1928,1001985,M,46-50,12,0,2,1,1057211,0,4,85.0
1929,1929,1001986,M,51-55,13,2,1,1,176078,0,5,13.0
1930,1930,1001987,M,26-35,17,2,3,0,235729,0,2,23.0
1931,1931,1001988,F,26-35,1,1,2,0,2881474,1,2,354.0
1932,1932,1001989,M,51-55,6,2,1,0,163089,0,5,17.0
1933,1933,1001990,M,26-35,7,2,2,1,219566,0,2,23.0
1934,1934,1001991,M,26-35,20,2,4,1,143005,0,2,11.0
1935,1935,1001992,M,18-25,4,2,3,0,295892,0,1,53.0
1936,1936,1001993,M,36-45,17,2,4,1,66900,0,3,9.0
1937,1937,1001994,M,36-45,2,2,0,0,164141,0,3,14.0
1938,1938,1001995,M,26-35,1,2,4,1,450808,0,2,44.0
1939,1939,1001996,M,36-45,0,2,3,0,1352341,0,3,107.0
1940,1940,1001997,M,26-35,0,0,0,1,214646,0,2,23.0
1941,1941,1001998,F,51-55,9,1,2,1,1819306,1,5,205.0
1942,1942,1001999,F,36-45,3,2,1,0,526282,1,3,58.0
1943,1943,1002000,M,18-25,4,2,1,0,516783,0,1,53.0
1944,1944,1002001,M,51-55,1,0,1,1,277048,0,5,29.0
1945,1945,1002002,F,55+,13,2,2,1,726297,1,6,78.0
1946,1946,1002003,M,0-17,10,2,1,0,405972,0,0,40.0
1947,1947,1002004,M,46-50,19,2,1,1,592235,0,4,54.0
1948,1948,1002005,M,18-25,4,2,3,0,377485,0,1,53.0
1949,1949,1002006,M,36-45,0,0,1,1,170507,0,3,23.0
1950,1950,1002007,M,51-55,16,2,4,1,289367,0,5,26.0
1951,1951,1002008,M,26-35,3,2,0,0,845274,0,2,87.0
1952,1952,1002009,F,36-45,7,2,3,0,367410,1,3,32.0
1953,1953,1002010,M,18-25,4,1,0,0,2902468,0,1,410.0
1954,1954,1002011,F,36-45,3,1,3,1,1370383,1,3,140.0
1955,1955,1002012,M,26-35,4,1,3,1,2735812,0,2,338.0
1956,1956,1002013,M,46-50,0,2,1,1,464373,0,4,37.0
1957,1957,1002014,M,18-25,4,2,2,1,391712,0,1,28.0
1958,1958,1002015,M,18-25,4,1,4,0,4044731,0,1,484.0
1959,1959,1002016,F,55+,2,2,2,1,2103069,1,6,195.0
1960,1960,1002017,M,26-35,17,2,3,0,844698,0,2,65.0
1961,1961,1002018,M,36-45,16,1,1,0,2335641,0,3,250.0
1962,1962,1002019,M,51-55,1,1,1,1,144759,0,5,16.0
1963,1963,1002020,M,26-35,7,1,0,1,2404911,0,2,271.0
1964,1964,1002021,M,26-35,0,2,1,0,936796,0,2,76.0
1965,1965,1002022,M,26-35,7,2,1,0,1133463,0,2,103.0
1966,1966,1002023,M,18-25,4,1,2,1,1605959,0,1,154.0
1967,1967,1002024,M,0-17,19,2,2,0,893273,0,0,136.0
1968,1968,1002025,M,55+,13,2,3,0,880205,0,6,69.0
1969,1969,1002026,M,51-55,16,2,1,1,979097,0,5,118.0
1970,1970,1002027,F,26-35,9,2,1,0,602462,1,2,64.0
1971,1971,1002028,M,46-50,6,2,3,1,164293,0,4,16.0
1972,1972,1002029,F,26-35,12,0,0,0,949009,1,2,140.0
1973,1973,1002030,M,26-35,4,1,1,0,3280450,0,2,339.0
1974,1974,1002031,M,36-45,20,0,3,0,1082381,0,3,132.0
1975,1975,1002032,M,51-55,14,2,4,1,379272,0,5,31.0
1976,1976,1002033,F,46-50,20,1,0,0,157017,1,4,29.0
1977,1977,1002034,F,46-50,2,2,4,1,178608,1,4,24.0
1978,1978,1002035,F,18-25,0,2,1,0,829972,1,1,93.0
1979,1979,1002036,F,26-35,14,1,1,0,350150,1,2,41.0
1980,1980,1002037,M,55+,14,2,3,0,87909,0,6,8.0
1981,1981,1002038,F,46-50,1,1,3,1,2098580,1,4,228.0
1982,1982,1002039,M,51-55,16,2,2,0,679545,0,5,68.0
1983,1983,1002040,F,26-35,7,2,3,0,213363,1,2,25.0
1984,1984,1002041,F,26-35,20,1,4,0,2499884,1,2,311.0
1985,1985,1002042,M,0-17,10,2,4,0,1278448,0,0,150.0
1986,1986,1002043,M,26-35,14,2,1,1,388041,0,2,51.0
1987,1987,1002044,F,46-50,0,2,0,1,109850,1,4,13.0
1988,1988,1002045,F,0-17,0,2,0,0,91553,1,0,11.0
1989,1989,1002046,M,36-45,1,2,2,0,438483,0,3,57.0
1990,1990,1002047,M,0-17,10,1,1,0,1408983,0,0,151.0
1991,1991,1002048,M,51-55,6,1,2,0,216240,0,5,18.0
1992,1992,1002049,F,51-55,0,0,1,1,207256,1,5,23.0
1993,1993,1002050,F,36-45,3,2,2,0,1282826,1,3,146.0
1994,1994,1002051,M,36-45,7,2,2,0,1563738,0,3,137.0
1995,1995,1002052,M,0-17,10,2,0,0,138997,0,0,17.0
1996,1996,1002053,M,46-50,11,2,1,1,149053,0,4,16.0
1997,1997,1002054,M,26-35,12,2,4,0,1816813,0,2,187.0
1998,1998,1002055,M,51-55,11,2,4,1,895876,0,5,86.0
1999,1999,1002056,M,26-35,4,1,2,0,1759067,0,2,149.0
2000,2000,1002057,M,36-45,1,2,4,0,347563,0,3,37.0
2001,2001,1002058,F,55+,1,1,1,0,469758,1,6,53.0
2002,2002,1002059,M,36-45,0,1,3,0,1386091,0,3,150.0
2003,2003,1002060,M,0-17,1,2,3,0,1190969,0,0,149.0
2004,2004,1002061,M,55+,1,1,0,0,104049,0,6,9.0
2005,2005,1002062,M,18-25,4,2,2,0,783199,0,1,53.0
2006,2006,1002063,M,26-35,4,0,3,0,5166938,0,2,708.0
2007,2007,1002064,M,36-45,1,2,1,0,1356844,0,3,135.0
2008,2008,1002065,M,26-35,6,2,2,0,174478,0,2,16.0
2009,2009,1002066,F,26-35,6,1,2,1,239413,1,2,19.0
2010,2010,1002067,M,51-55,16,1,2,0,1004446,0,5,117.0
2011,2011,1002068,F,36-45,12,2,2,0,891792,1,3,72.0
2012,2012,1002069,M,55+,15,2,4,1,505663,0,6,46.0
2013,2013,1002070,F,36-45,6,0,0,0,667161,1,3,56.0
2014,2014,1002071,M,46-50,7,2,1,1,1255658,0,4,133.0
2015,2015,1002072,F,51-55,12,2,1,0,1152802,1,5,111.0
